bb_idx,MT_Andy90,WT_Andy90
0,25.6285714285714,13.4146341463415
1,4004.46428571429,729.442970822281
2,23.0,12.5
3,93.4959349593496,49.8278673672767
4,17.94,7.85714285714286
5,30.9310344827586,14.0127388535032
6,673.696173759313,34.1463414634146
7,190535.714285714,8137.5
8,343.484419263456,28.3870405093097
9,2806.41767490794,122.80701754386
10,229.462365591398,19.1470588235294
11,298.344704171793,40.3445711452652
12,56.2695380340396,100.713872274744
13,10622.9508196721,28216.2162162162
14,26.7967910015714,52.062035605645
15,146.739130434783,220.952380952381
16,44.2562491462915,65.9382302785322
17,48.1497993758359,80.7362152965741
18,20.4545454545455,20.1219512195122
19,145.239376008607,96.7741935483871
20,8.64,11.4782608695652
21,33.7880115129521,23.1578947368421
22,11.4893617021277,13.2
23,17.0347003154574,17.3684210526316
24,37.8947368421053,27.0676691729323
25,48.1688202461962,35.0644796820821
26,24.0,17.5609756097561
27,598.006644518272,447.761194029851
28,12.6,9.0
29,19.3846153846154,13.3333333333333
30,340.491390984717,95.3333333333333
31,104.94931425164,193.05
32,217.821782178218,125.900805426028
33,88.5846587477351,70.2
34,24444.4444444444,561.681699156241
35,2861.78861788618,212.621840409714
36,693.397856895956,2186.50793650794
37,237.677725118483,685.512855957976
38,810.832659660469,2498.23677581864
39,250750.0,1239750.0
40,342.905982905983,1370.2680298425
41,414.206070617386,2129.24001717475
42,81.9180819180819,68.1184437657682
43,32.2857756460734,30.8108108108108
44,5857.14285714286,4310.9243697479
45,76.9558911355686,110.655737704918
46,101.087078336882,58.5616438356164
47,53.0931779386662,51.5940862918636
48,30.7219662058372,21.2291688780384
49,88.2293964307199,115.141047783535
50,31.6957210776545,29.0086300674451
51,2603.55029585799,5194.8051948052
52,11.0,9.30232558139535
53,28.6906624934794,22.5022502250225
54,217.994451050337,20.5930021927734
55,45.4132606721163,5.26829268292683
56,6626.50602409639,650.602409638554
57,318.225650916104,24.6181901071347
58,73.8816997268616,15.8044925733519
59,95.7965629354389,11.8226600985222
60,2818.25772335096,5708.73786407767
61,1608.57823669579,4343.85493619879
62,2216.23987743489,2309.17529453767
63,1724.74876511668,2681.592039801
64,112511.111111111,25615.8415841584
65,57534.0909090909,22694.7368421053
66,31369.0476190476,1758.68486352357
67,111.39294018178,96.9860764257124
68,232.835557126447,596.465390279823
69,571.955719557195,613.769214115609
70,563.274903805045,449.64314036479
71,808.034345292855,451.002227171492
72,4529.41176470588,2683.54430379747
73,54.0958268933539,50.8108971798354
74,81.4814814814815,99.9057492931197
75,192.3557332001,226.012793176972
76,202.845100105374,121.629374641423
77,65.437239738251,54.7945205479452
78,399.033232628399,429.831932773109
79,70255.3191489362,36212.389380531
80,19423.5294117647,10412.213740458
81,70.9942481511915,9.10722417164439
82,31.713404786375,4.25
83,75.9493670886076,6.18181818181818
84,20500.0,74.6043707611153
85,676.88679245283,23.7068965517241
86,283.316880552813,41.6666666666667
87,74.0105116378848,113.055555555556
88,3108.10810810811,5195.74468085106
89,345000.0,610500.0
90,60.0554357868802,27.0968853659587
91,1857.14285714286,674.16934619507
92,320.460147904684,103.064066852368
93,29400.0,25920.0
94,287.577437235083,99.2951271835734
95,545.792079207921,107.089737233515
96,91.9540229885057,21.5086802888308
97,13.2113121860593,6.22222222222222
98,21.5948712180857,6.63161385059921
99,787.284610814023,144.633972992182
100,579.868708971554,124.579124579125
101,2349.29078014184,490.361445783133
102,116.424116424116,48.2936252414681
103,931.608133086876,300.400534045394
104,272.432432432432,127.895409975842
105,3956.52173913043,2836.36363636364
106,136.023916292975,131.645569620253
107,60.9306996986943,114.118507681053
108,211.019929660023,144.230769230769
109,45.8248472505092,150.234741784038
110,23.977620887172,2025.3164556962
111,85.7592905898139,50.0105064089094
112,4757.28155339806,2789.0625
113,820.770519262982,405.22133938706
114,392.203659506762,396.600566572238
115,25947.3684210526,5000.0
116,2240.90909090909,1224.48979591837
117,207400.0,189750.0
118,262.00101061142,2251.11220958972
119,423.957481602616,2620.25316455696
120,185.827552031715,514.62829736211
121,7550.3355704698,31558.8235294118
122,868.055555555556,3930.40293040293
123,54.5426372604721,48.215035699286
124,3105.88235294118,2585.58558558559
125,75.5202746191804,102.089817696754
126,264.794383149448,320.491345616974
127,50.5965214891476,64.4690290335261
128,130.596092010883,220.64193734384
129,172.428154935444,178.956089478045
130,4275.38726333907,262.901655306719
131,182.285169149483,130.592503022975
132,1363.33699231614,140.698280354351
133,402.13695968917,386.542591267001
134,458.64106351551,5806.45161290323
135,2320.44198895028,361.128526645768
136,70.1871657754011,24.3809523809524
137,182.212581344902,21.7358490566038
138,27.8422273781903,270.295635851713
139,283.783783783784,57.2792362768496
140,429.009193054137,65.1215375918598
141,3414.14141414141,81.9112627986348
142,6.76,1.37142857142857
143,11.859649122807,1.92
144,7.88209505153678,1.04626830969542
145,53.7104719529636,2.89005739975113
146,7.19148936170213,1.02857142857143
147,183.112919633774,154.773869346734
148,13.4639838432194,11.4728451165909
149,19.7303518579415,19.817269334706
150,5.2027632453681,5.52268244575937
151,49.7787610619469,54.0161346895826
152,61.3496932515337,64.2201834862385
153,2710.60171919771,5060.24096385542
154,122.809295079839,181.582360570687
155,72.1091546611785,130.394287488358
156,24.1271136728812,44.5497295194993
157,693.040293040293,1378.55579868709
158,46.5642843079346,108.071018097607
159,27.0568070519099,12.6510787303739
160,31.8627450980392,13.6768836243742
161,8.18518518518519,4.97777777777778
162,6138.88888888889,8615.38461538462
163,9.85067974147537,5.85927282239079
164,45.1665644798692,25.5125284738041
165,800.0,2222.12148685403
166,22.791309248012,456.254653760238
167,48.8262910798122,213.130434782609
168,6.36397013829397,70.8268916790684
169,71.7807138631434,510.891089108911
170,18.6666666666667,177.608695652174
171,26.5289025411896,28.1527466974663
172,6.32391772250205,10.7494280753011
173,10.0352112676056,10.2631578947368
174,5.7,7.21007191584552
175,1437.5,86.6279397665106
176,310.649350649351,240.544984731031
177,113.722805416096,75.8518518518518
178,659.461843846493,489.717838354854
179,1428.74396135266,29.1168725946931
180,660.893854748603,337.04572098476
181,685.002895193978,73.0251460502921
182,499.830995436877,19.8275862068966
183,29.4379197203398,26.2554698895603
184,51.8890870763742,30.2109974424552
185,123.950936087799,115.596330275229
186,13521.1267605634,455.421686746988
187,3246.20727472126,2227.41433021807
188,1782.23783241345,1043.72306409009
189,227692.307692308,129439.655172414
190,19581.0363836825,13980.4469273743
191,750.890947968639,1650.62287655719
192,644.34250764526,4512.38390092879
193,266.001767453604,229.762749270907
194,76.2576909156714,91.9384343657352
195,14.0915953699044,17.6332288401254
196,1.28310878929521,1.16528989823135
197,1.75153259101714,0.681818181818182
198,1.03138352733166,0.580645161290323
199,32.5,18.18759936407
200,101.270264579971,37.0466321243523
201,181.600805436698,155.139679956604
202,2429.29292929293,2476.19047619048
203,2599.75961538462,1069.10762402916
204,545.076545076545,288.778524639294
205,34.3213728549142,54.8137737174982
206,14.7589098532495,29.1398150742505
207,3096.77419354839,1021.12676056338
208,684.925201380898,509.901906348325
209,156.716417910448,89.1410048622366
210,98.8023952095808,60.0
211,1596.75550405562,5059.92141453831
212,181.101327375476,754.835873388042
213,382.321455880104,424.337674000898
214,209.907640638119,195.389227747338
215,115.870786516854,6.59324735545573
216,5.68965517241379,2.82608695652174
217,12.0988069232062,16.8883259446907
218,4.53600453600454,4.14336026517506
219,22.74600296687,2.53691537110518
220,13.7614678899083,0.6
221,67.4994521148367,66.2337662337662
222,19.2716806407208,18.2686567164179
223,1767.44186046512,479.191438763377
224,36.0497106536382,23.8814814814815
225,1405.67951318458,1250.0
226,338.213762811127,277.578368030629
227,42.4817395684661,42.1429194660152
228,2705.88235294118,2476.92307692308
229,4845.87813620072,14468.085106383
