bb_idx,MT_MHCflurry_presentation,WT_MHCflurry_presentation,MT_MHCflurry_affinity_neg,WT_MHCflurry_affinity_neg
0,0.0101887480744306,0.0052108526032214,-25862.00125356889,-25375.821069871832
1,0.7970465893774087,0.5381015937694548,-56.88661229451937,-97.28796566205104
2,0.0083594480357242,0.0042357619178219,-31766.216701278885,-31440.464819898363
3,0.1877962698006576,0.0828600209690355,-1050.393533705438,-1352.742839624516
4,0.0130579183771306,0.0067845657819035,-19972.53881146458,-19307.180148459644
5,0.0248483940278608,0.0124578416894733,-10171.728680764243,-10267.234209774537
6,0.0790912375836959,0.0061886317174301,-15758.83835188098,-22514.68282872192
7,0.9760781684962764,0.7727303905773033,-27.65688830898809,-34.24093340616174
8,0.0445287737658525,0.0045010590075869,-29569.40113021481,-31302.745823227247
9,0.711203364644637,0.1761306825267005,-497.7950612335362,-590.8673387202246
10,0.0696610112817796,0.0056388135460285,-18148.637577837588,-24792.00716559573
11,0.0965666261072359,0.0084689617878918,-12580.641051480432,-16262.42943714601
12,0.0448650550795574,0.0622758392114217,-14020.631519474837,-15237.970904945849
13,0.960371943450035,0.9727643211334952,-22.603497376289656,-23.53811579609047
14,0.0212890411678228,0.0320026443261084,-30972.029983076,-31245.96209449657
15,0.3039788179080224,0.4174386957713695,-1411.9885735091682,-1316.605104275989
16,0.0645396943176856,0.1122583878151342,-9438.123271383956,-7852.192906254902
17,0.095195291238392,0.1778482868990323,-6112.543565448397,-4518.029267502788
18,0.0041421543322927,0.0042919383703973,-24679.8810888234,-25253.70981047745
19,0.047857446719509,0.0102310149459109,-1897.614898916433,-10262.63731665402
20,0.0031478735957813,0.0033808509229071,-32772.825835121526,-32316.00744145339
21,0.0129161127558483,0.0087582072464354,-7584.287981368532,-12061.965363261526
22,0.0043746394399142,0.0055270728841426,-23325.0865219342,-19439.67979832177
23,0.0077638563215101,0.0112700386617443,-12877.040431845606,-9279.911859933043
24,0.0038458456267257,0.0038562143214506,-26784.807632439308,-26722.81344723746
25,0.0049116903275892,0.00498597434959,-20798.76758356352,-20487.784949552304
26,0.0033485929564256,0.0033771113733998,-30903.983281150675,-30648.704849536745
27,0.3722069997442424,0.3863815934050413,-150.35164852803382,-141.38036829733457
28,0.0045444029866524,0.0046393789995305,-22539.91125199633,-22073.11903331053
29,0.0082284356418097,0.0086108439354691,-12185.683819122189,-11629.721530663908
30,0.0216512508850683,0.0054450053579788,-5728.011494937948,-27449.69052457319
31,0.0066004078077219,0.0057176635585747,-19767.739166410796,-26095.688756471944
32,0.0078292427597944,0.0049786821376424,-16560.28590765653,-30114.641642920185
33,0.0900278609402518,0.0108221873361639,-1225.925841962592,-13458.572971701684
