filename,split,anomaly_score,label
BraTS2021_01467_flair_0.png,normal,0.01696041226387024,0
BraTS2021_01467_flair_5.png,normal,0.019892612472176552,0
BraTS2021_01468_flair_32.png,normal,0.020778866484761238,0
BraTS2021_01468_flair_37.png,normal,0.02340998686850071,0
BraTS2021_01468_flair_42.png,normal,0.026611601933836937,0
BraTS2021_01468_flair_47.png,normal,0.025763195008039474,0
BraTS2021_01468_flair_52.png,normal,0.02580706588923931,0
BraTS2021_01468_flair_57.png,normal,0.03179173544049263,0
BraTS2021_01468_flair_62.png,normal,0.029004115611314774,0
BraTS2021_01468_flair_67.png,normal,0.02720664069056511,0
BraTS2021_01469_flair_40.png,normal,0.034403927624225616,0
BraTS2021_01469_flair_45.png,normal,0.033067382872104645,0
BraTS2021_01469_flair_50.png,normal,0.039865486323833466,0
BraTS2021_01469_flair_55.png,normal,0.02054528146982193,0
BraTS2021_01469_flair_60.png,normal,0.02542036585509777,0
BraTS2021_01469_flair_65.png,normal,0.03035832941532135,0
BraTS2021_01470_flair_41.png,normal,0.019630398601293564,0
BraTS2021_01470_flair_46.png,normal,0.01900779828429222,0
BraTS2021_01470_flair_51.png,normal,0.016527308151125908,0
BraTS2021_01470_flair_56.png,normal,0.020652225241065025,0
BraTS2021_01470_flair_61.png,normal,0.015144361183047295,0
BraTS2021_01470_flair_66.png,normal,0.023758336901664734,0
BraTS2021_01471_flair_0.png,normal,0.030448388308286667,0
BraTS2021_01471_flair_5.png,normal,0.03077668324112892,0
BraTS2021_01472_flair_23.png,normal,0.03340904414653778,0
BraTS2021_01472_flair_28.png,normal,0.035446882247924805,0
BraTS2021_01472_flair_33.png,normal,0.03527668118476868,0
BraTS2021_01472_flair_38.png,normal,0.0383291132748127,0
BraTS2021_01472_flair_43.png,normal,0.038310594856739044,0
BraTS2021_01472_flair_48.png,normal,0.03667603060603142,0
BraTS2021_01472_flair_53.png,normal,0.034690115600824356,0
BraTS2021_01472_flair_58.png,normal,0.03859340026974678,0
BraTS2021_01472_flair_63.png,normal,0.026115408167243004,0
BraTS2021_01472_flair_68.png,normal,0.01858062483370304,0
BraTS2021_01473_flair_50.png,normal,0.010207699611783028,0
BraTS2021_01473_flair_55.png,normal,0.010655602440237999,0
BraTS2021_01473_flair_60.png,normal,0.0106838159263134,0
BraTS2021_01473_flair_65.png,normal,0.010195769369602203,0
BraTS2021_01474_flair_45.png,normal,0.03480664640665054,0
BraTS2021_01474_flair_50.png,normal,0.038544148206710815,0
