bb_idx,MT_Neoag,WT_Neoag
0,13.1699796827312,
1,13.1699796827312,
2,13.1699796827312,
3,13.1699796827312,
4,13.1699796827312,
5,13.1699796827312,
6,13.1699796827312,
7,13.1699796827312,
8,13.1699796827312,
9,13.1699796827312,
10,13.1699796827312,
11,13.1699796827312,
12,13.1699796827312,
13,13.1699796827312,
14,13.1699796827312,
15,13.1699796827312,
16,13.1699796827312,
17,13.1699796827312,
18,13.1699796827312,
19,13.1699796827312,
20,13.1699796827312,
21,13.1699796827312,
22,13.1699796827312,
23,13.1699796827312,
24,13.1699796827312,
25,13.1699796827312,
26,13.1699796827312,
27,13.1699796827312,
28,13.1699796827312,
29,13.1699796827312,
30,13.1699796827312,
31,13.1699796827312,
32,13.1699796827312,
33,13.1699796827312,
34,13.1699796827312,
35,13.1699796827312,
36,13.1699796827312,
37,13.1699796827312,
38,13.1699796827312,
39,13.1699796827312,
40,13.1699796827312,
41,13.1699796827312,
42,13.1699796827312,
43,13.1699796827312,
44,13.1699796827312,
45,13.1699796827312,
46,13.1699796827312,
47,13.1699796827312,
48,13.1699796827312,
49,13.1699796827312,
50,13.1699796827312,
51,13.1699796827312,
52,13.1699796827312,
53,13.1699796827312,
54,13.1699796827312,
55,13.1699796827312,
56,13.1699796827312,
57,13.1699796827312,
58,13.1699796827312,
59,13.1699796827312,
60,13.1699796827312,
61,13.1699796827312,
62,13.1699796827312,
63,13.1699796827312,
64,13.1699796827312,
65,13.1699796827312,
66,13.1699796827312,
67,13.1699796827312,
68,13.1699796827312,
69,13.1699796827312,
70,13.1699796827312,
71,13.1699796827312,
72,13.1699796827312,
73,13.1699796827312,
74,13.1699796827312,
75,13.1699796827312,
76,13.1699796827312,
77,13.1699796827312,
78,13.1699796827312,
79,13.1699796827312,
80,13.1699796827312,
81,13.1699796827312,
82,13.1699796827312,
83,13.1699796827312,
84,13.1699796827312,
85,13.1699796827312,
86,13.1699796827312,
87,13.1699796827312,
88,13.1699796827312,
89,13.1699796827312,
90,13.1699796827312,
91,13.1699796827312,
92,13.1699796827312,
93,13.1699796827312,
94,13.1699796827312,
95,13.1699796827312,
96,13.1699796827312,
97,13.1699796827312,
98,13.1699796827312,
99,13.1699796827312,
100,13.1699796827312,
101,13.1699796827312,
102,13.1699796827312,
103,13.1699796827312,
104,13.1699796827312,
105,13.1699796827312,
106,13.1699796827312,
107,13.1699796827312,
108,13.1699796827312,
109,13.1699796827312,
110,13.1699796827312,
111,13.1699796827312,
112,13.1699796827312,
113,13.1699796827312,
114,13.1699796827312,
115,13.1699796827312,
116,13.1699796827312,
117,13.1699796827312,
118,13.1699796827312,
119,13.1699796827312,
120,13.1699796827312,
121,13.1699796827312,
122,13.1699796827312,
123,13.1699796827312,
124,54.9757696192335,
125,54.9757696192335,
126,54.9757696192335,
127,54.9757696192335,
128,54.9757696192335,
129,54.9757696192335,
130,54.9757696192335,
131,54.9757696192335,
132,71.9431340045735,
133,71.9431340045735,
134,71.9431340045735,
135,71.9431340045735,
136,13.1699796827312,
137,13.1699796827312,
138,13.1699796827312,
139,13.1699796827312,
140,13.1699796827312,
141,13.1699796827312,
142,13.1699796827312,
143,13.1699796827312,
144,34.7736925280433,
145,34.7736925280433,
146,34.7736925280433,
147,34.7736925280433,
148,71.7896015587065,
149,71.7896015587065,
150,71.7896015587065,
151,71.7896015587065,
152,34.7736925280433,
153,34.7736925280433,
154,34.7736925280433,
155,34.7736925280433,
156,34.7736925280433,
157,34.7736925280433,
158,34.7736925280433,
159,34.7736925280433,
160,34.7736925280433,
161,34.7736925280433,
162,34.7736925280433,
163,34.7736925280433,
164,34.7736925280433,
165,34.7736925280433,
166,34.7736925280433,
