filename,anomaly_score,label,sigma_global,glcm_cluster_prom,glcm_contrast,fft_spectral_entropy,cnr_proxy_otsu
BraTS2021_01467_flair_13.png,nan,-1,0.10182,40923.792184,8.449042,4.153366,6.471192
BraTS2021_01467_flair_18.png,nan,-1,0.111825,85759.280807,8.750126,4.033379,5.000566
BraTS2021_01467_flair_23.png,nan,-1,0.123511,179166.879779,9.628338,4.003803,3.882419
BraTS2021_01467_flair_28.png,nan,-1,0.134019,261620.485985,10.800405,4.032789,3.492266
BraTS2021_01467_flair_33.png,nan,-1,0.139521,321700.138199,11.856278,4.076593,3.330489
BraTS2021_01467_flair_38.png,nan,-1,0.138947,299985.126699,12.426559,4.148176,3.407608
BraTS2021_01467_flair_43.png,nan,-1,0.138497,281190.436994,12.561788,4.173315,3.500018
BraTS2021_01467_flair_48.png,nan,-1,0.136369,282586.047696,12.520067,4.238917,3.464033
BraTS2021_01467_flair_53.png,nan,-1,0.133565,270248.783525,11.749884,4.22235,3.554543
BraTS2021_01467_flair_58.png,nan,-1,0.126527,229074.667748,10.307107,4.23095,3.775132
BraTS2021_01467_flair_63.png,nan,-1,0.118599,208545.105872,8.798022,4.333808,3.732545
BraTS2021_01467_flair_68.png,nan,-1,0.109717,179754.789418,8.125495,4.617765,3.776959
BraTS2021_01468_flair_0.png,nan,-1,0.174932,550622.607014,22.396364,4.587737,6.051661
BraTS2021_01468_flair_10.png,nan,-1,0.192514,822774.118356,26.079342,4.297494,4.721805
BraTS2021_01468_flair_15.png,nan,-1,0.191577,668179.591061,25.092174,4.160911,5.247449
BraTS2021_01468_flair_20.png,nan,-1,0.185568,450870.615969,22.834924,4.028256,6.274559
BraTS2021_01468_flair_25.png,nan,-1,0.183183,408937.280841,22.580183,3.998068,6.554319
BraTS2021_01468_flair_5.png,nan,-1,0.186033,784694.518174,25.032167,4.501287,4.900622
BraTS2021_01469_flair_0.png,nan,-1,0.140419,209238.93365,13.6132,4.381229,6.372197
BraTS2021_01469_flair_10.png,nan,-1,0.142264,168069.901177,12.833419,3.951923,6.477816
BraTS2021_01469_flair_15.png,nan,-1,0.145708,157000.779321,13.125532,3.748755,7.541853
BraTS2021_01469_flair_20.png,nan,-1,0.14375,137032.221901,13.013842,3.691802,7.903627
BraTS2021_01469_flair_25.png,nan,-1,0.13777,104631.392606,11.595799,3.640249,8.977229
BraTS2021_01469_flair_5.png,nan,-1,0.140739,193280.54472,12.967836,4.247296,6.569016
BraTS2021_01470_flair_0.png,nan,-1,0.25664,2420963.327511,39.130463,4.213835,6.560116
BraTS2021_01470_flair_10.png,nan,-1,0.284084,2577593.408321,43.647355,3.832673,7.388143
BraTS2021_01470_flair_15.png,nan,-1,0.27961,2365386.347842,45.410658,3.824593,6.714915
BraTS2021_01470_flair_20.png,nan,-1,0.274643,1971996.185151,44.915921,3.814822,7.461072
BraTS2021_01470_flair_25.png,nan,-1,0.276584,2065267.643623,48.626228,3.885985,7.478685
BraTS2021_01470_flair_30.png,nan,-1,0.261475,1639462.724934,45.581114,3.996251,7.778453
BraTS2021_01470_flair_35.png,nan,-1,0.264752,1757641.56621,44.854701,3.974997,8.035507
BraTS2021_01470_flair_5.png,nan,-1,0.261368,2032037.788706,38.501114,3.973756,7.236659
BraTS2021_01471_flair_12.png,nan,-1,0.147703,145838.538498,15.523278,3.747907,7.011968
BraTS2021_01471_flair_17.png,nan,-1,0.156932,220161.850021,16.420516,3.66269,5.886564
BraTS2021_01471_flair_22.png,nan,-1,0.177065,578296.416077,19.870915,3.695297,4.289724
BraTS2021_01471_flair_27.png,nan,-1,0.193693,1086764.274053,20.280828,3.673092,3.679933
BraTS2021_01471_flair_32.png,nan,-1,0.204889,1511894.42216,20.874041,3.711265,3.437566
BraTS2021_01471_flair_37.png,nan,-1,0.207627,1603525.806947,19.06307,3.741898,3.484229
BraTS2021_01471_flair_42.png,nan,-1,0.209535,1651545.074598,18.549934,3.768653,3.594625
BraTS2021_01471_flair_47.png,nan,-1,0.204462,1544504.094931,18.735086,3.905549,3.783579
BraTS2021_01471_flair_52.png,nan,-1,0.195103,1350112.356425,17.60688,4.035002,4.049678
BraTS2021_01471_flair_57.png,nan,-1,0.181621,1146667.016468,16.787294,4.236631,4.189073
BraTS2021_01471_flair_62.png,nan,-1,0.162962,938933.782888,15.705971,4.593363,4.2218
BraTS2021_01471_flair_67.png,nan,-1,0.138789,693834.789277,13.925393,5.152958,4.451181
BraTS2021_01472_flair_0.png,nan,-1,0.192013,878140.424653,25.308744,4.348291,4.94927
BraTS2021_01472_flair_10.png,nan,-1,0.187113,581149.050759,24.275312,4.034007,5.617777
BraTS2021_01472_flair_15.png,nan,-1,0.179467,392147.032708,23.004124,3.940631,6.316629
